48.394222 5.764252 166.582500
23.144448 1.125037 93.257500
14.383938 5.939230 90.270000
17.409051 1.207489 74.582500
42.671235 5.323007 203.552500
18.879171 2.176730 172.157499
66.241780 5.181090 90.020000
59.239852 1.565913 170.062500
36.834222 3.852786 94.455000
10.946289 0.785356 165.537500
4.587107 3.308337 142.270000
7.382703 6.211716 176.972500
4.179549 4.318185 224.085000
7.628582 0.804590 179.227500
10.763488 3.995121 203.077500
8.620421 5.127242 128.180000
6.040878 0.291136 225.130000
1.722045 0.850750 142.605000
