288.700324 0.971285 176.242501
157.564952 0.829680 104.455000
155.194183 0.969783 98.340000
128.819164 0.831085 81.835000
355.699932 0.954117 216.757500
302.902049 0.854139 181.889999
157.516107 1.175172 101.440000
296.010784 0.764034 179.200000
169.066927 0.924441 98.845000
291.927713 0.834520 165.537500
252.350555 0.849162 142.422500
312.032516 0.850964 176.977500
396.818083 0.854101 224.085000
316.291026 0.839725 179.235000
360.380912 0.857823 203.087500
226.358006 0.864598 128.242500
397.458172 0.844214 225.297500
252.149459 0.847151 142.610000
