181.506787 1.881999 173.010000
104.380142 1.471937 99.082500
97.690753 1.834100 95.335000
84.895283 1.492851 78.787500
236.713213 1.827346 211.957500
207.992450 1.584242 178.630000
109.322158 2.262439 97.255000
205.283401 1.382434 174.962500
123.985879 1.767715 97.140000
199.284330 1.601003 165.537500
176.111331 1.639040 142.277500
212.915714 1.640869 176.975000
275.086402 1.648786 224.085000
216.603038 1.613706 179.227500
251.824021 1.659099 203.077500
155.418523 1.676956 128.180000
272.389004 1.627328 225.130000
173.869055 1.631301 142.607500
