64.566964 3.093710 169.765000
46.146274 1.909765 95.887500
34.686558 2.848356 92.740000
37.581465 1.955488 76.672500
100.774395 2.898373 207.342500
98.956875 2.263380 175.187500
73.388292 3.682139 92.597500
107.190445 1.814610 171.335000
74.172034 2.706119 95.207500
85.146211 2.327932 165.537500
81.641511 2.432123 142.270000
90.917233 2.434631 176.972500
124.446531 2.456315 224.085000
93.867225 2.363070 179.227500
117.378298 2.487488 203.077500
68.042486 2.538836 128.180000
118.411475 2.403782 225.130000
77.216418 2.408685 142.605000
