172.205417 1.961924 172.447500
99.800071 1.512368 99.082500
92.843645 1.911313 94.810000
81.132363 1.536079 78.787500
226.249115 1.904394 211.035000
199.621935 1.643854 178.019999
106.475649 2.367239 96.330000
197.298931 1.431310 174.192500
120.002521 1.834545 97.140000
190.608488 1.660379 165.537500
168.954479 1.701117 142.275000
203.644389 1.702935 176.975000
263.676489 1.711401 224.085000
207.266523 1.673992 179.227500
241.636318 1.722567 203.077500
148.778121 1.741634 128.180000
260.699990 1.688631 225.130000
166.531961 1.692720 142.607500
