243.775099 1.380168 174.692500
134.517044 1.129744 101.842500
130.886008 1.359659 96.930000
109.753538 1.145627 80.257500
305.683995 1.345636 214.707500
262.765351 1.193722 180.352500
134.917357 1.650401 99.702500
257.545334 1.059184 177.035000
149.943143 1.305871 98.167500
254.271897 1.189305 165.537500
221.377121 1.213354 142.290000
271.722817 1.214730 176.977500
347.376546 1.219656 224.085000
275.759064 1.197372 179.230000
316.290700 1.225785 203.077500
197.531030 1.237045 128.182500
346.586848 1.205640 225.135000
220.338383 1.208742 142.607500
